input_produit_id,input_nom_produit,input_description_produit,input_prix_produit,input_categorie_id,input_longueur_produit,input_largeur_produit,input_hauteur_produit,input_saisonnalite_produit,input_priorite_merchandising,input_contrainte_temperature_produit,input_contrainte_conditionnement_produit,input_conditionnement_produit,input_magasin_id,input_nom_magasin_magasin,input_surface_magasin,input_longueur_magasin,input_largeur_magasin,input_adresse_magasin,input_zone_id,input_nom_zone,input_description_zone,input_emplacement_zone,input_longueur_zone,input_largeur_zone,input_hauteur_zone,input_temperature_zone,input_eclairage_zone,input_quantite_stock,input_date_maj_stock,input_quantite_vente,input_prix_unitaire_vente,input_date_vente,input_promotion_id,input_nom_promotion,input_type_promotion,input_etat_promotion,input_id_supplier,input_placement_exige_supplier,input_espace_minimum_supplier,input_nom_categorie,input_saisonnalite_categorie,input_priorite_categorie,input_zone_exposition_preferee_categorie,input_temperature_exposition_categorie,input_clientele_ciblee_categorie,input_montant_total_vente,input_valeur_stock
PROD_0058,Pain Complet Bio,Description du Pain Complet,10.02,CAT_005,16.6,17.2,21.0,automne,10,1,fragile,plastique,MAG_005,Magasin MAG_005,414.5,31.2,17.7,981 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,entree,7.6,3.9,2.8,froid,halogene,187,2025-01-30,3,61.83,2025-02-15,,Black Friday,,,SUP_020,tete_gondole,1.8,Catégorie CAT_005,automne,6,centre,froid,tous,185.49,1873.74
PROD_0059,Shampoing Classic,Description du Shampoing,3.23,CAT_003,27.9,14.4,12.9,printemps,6,0,standard,metal,MAG_004,Magasin MAG_004,416.3,24.3,17.7,291 Rue République,ZONE_001,Zone 001,Zone spécialisée,centre,11.6,4.5,2.8,ambiante,halogene,25,2025-01-15,19,18.03,2025-02-05,PROMO_023,,,,SUP_005,standard,2.5,Catégorie CAT_003,printemps,5,fond,ambiante,tous,342.57,80.75
PROD_0060,Eau Minérale Light,Description du Eau Minérale,14.14,CAT_002,11.3,9.7,16.2,toute_annee,6,0,standard,verre,MAG_003,Magasin MAG_003,431.6,31.8,16.4,317 Rue de la Paix,ZONE_001,Zone 001,Zone centrale,fond,10.2,2.1,3.1,ambiante,halogene,54,2025-01-05,8,62.9,2025-01-09,PROMO_019,,2pour1,,SUP_029,standard,2.7,Catégorie CAT_002,printemps,6,fond,ambiante,jeune,503.2,763.56
PROD_0061,Pâtes Penne Bio,Description du Pâtes Penne,6.77,CAT_004,25.5,7.2,15.7,hiver,1,1,fragile,verre,MAG_005,Magasin MAG_005,451.9,23.5,15.5,693 Rue Liberté,ZONE_002,Zone 002,Zone centrale,cote,10.1,4.9,3.1,froid,neon,77,2025-05-10,25,57.96,2025-06-02,,Promo Flash,,,SUP_016,tete_gondole,1.9,Catégorie CAT_004,automne,10,centre,froid,tous,1449.0,521.29
PROD_0062,Pâtes Penne Bio,Description du Pâtes Penne,29.89,CAT_004,18.2,19.2,13.8,automne,1,1,liquide,metal,MAG_003,Magasin MAG_003,361.3,21.3,12.4,896 Rue République,ZONE_004,Zone 004,Zone spécialisée,entree,9.1,4.0,3.1,froid,neon,137,2025-05-05,28,9.3,2025-05-08,,,,,SUP_005,niveau_oeil,2.7,Catégorie CAT_004,printemps,4,centre,froid,senior,260.4,4094.93
PROD_0063,Fromage Emmental Classic,Description du Fromage Emmental,13.93,CAT_004,23.6,7.3,24.4,ete,7,1,standard,verre,MAG_001,Magasin MAG_001,605.5,32.2,21.0,230 Rue de la Paix,ZONE_001,Zone 001,Zone périphérique,entree,9.2,3.7,3.2,froid,neon,171,2025-02-17,11,75.27,2025-03-14,PROMO_003,,,,SUP_005,standard,2.8,Catégorie CAT_004,hiver,8,fond,froid,famille,827.97,2382.03
PROD_0064,Riz Basmati Light,Description du Riz Basmati,23.49,CAT_001,21.0,11.0,11.4,printemps,5,0,standard,verre,MAG_001,Magasin MAG_001,550.5,29.6,20.1,125 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,cote,7.3,5.2,2.5,ambiante,neon,164,2025-05-18,15,32.01,2025-05-20,PROMO_032,,2pour1,,SUP_023,tete_gondole,1.5,Catégorie CAT_001,automne,7,entree,ambiante,senior,480.15,3852.36
PROD_0065,Pâtes Penne Premium,Description du Pâtes Penne,5.6,CAT_005,24.2,11.8,15.6,toute_annee,6,1,standard,carton,MAG_002,Magasin MAG_002,1082.3,50.4,16.1,400 Rue République,ZONE_004,Zone 004,Zone centrale,cote,8.2,2.6,2.7,froid,halogene,69,2025-01-06,24,43.88,2025-01-06,,Promo Flash,,,SUP_025,standard,1.5,Catégorie CAT_005,automne,3,entree,froid,senior,1053.12,386.4
PROD_0066,Dentifrice Light,Description du Dentifrice,23.95,CAT_003,8.3,15.0,14.5,hiver,3,0,standard,carton,MAG_005,Magasin MAG_005,388.5,27.1,19.7,734 Rue République,ZONE_002,Zone 002,Zone centrale,fond,11.7,2.6,2.9,ambiante,LED,16,2025-01-01,26,14.15,2025-01-07,,,,,SUP_027,standard,3.0,Catégorie CAT_003,hiver,5,entree,ambiante,jeune,367.9,383.2
PROD_0067,Savon Classic,Description du Savon,12.01,CAT_003,12.6,18.5,15.1,automne,2,0,fragile,metal,MAG_003,Magasin MAG_003,528.7,25.2,16.0,911 Rue République,ZONE_001,Zone 001,Zone spécialisée,cote,6.3,2.1,3.0,ambiante,halogene,91,2025-01-09,6,48.67,2025-01-24,,,,,SUP_003,standard,0.7,Catégorie CAT_003,hiver,2,centre,ambiante,jeune,292.02,1092.91
PROD_0068,Biscuits Sablés Classic,Description du Biscuits Sablés,23.45,CAT_003,16.8,13.4,13.9,automne,5,0,fragile,metal,MAG_005,Magasin MAG_005,387.3,29.5,10.7,171 Rue Liberté,ZONE_003,Zone 003,Zone périphérique,fond,6.3,5.4,3.4,ambiante,halogene,15,2025-06-05,24,34.88,2025-07-02,,,,,SUP_026,tete_gondole,1.2,Catégorie CAT_003,printemps,7,centre,ambiante,jeune,837.12,351.75
PROD_0069,Thé Vert Premium,Description du Thé Vert,26.13,CAT_002,8.6,8.3,15.8,ete,6,0,fragile,metal,MAG_001,Magasin MAG_001,544.5,35.3,21.9,973 Rue Liberté,ZONE_004,Zone 004,Zone centrale,centre,9.7,2.1,2.6,ambiante,neon,120,2025-05-24,12,65.59,2025-06-04,,Promo Flash,,,SUP_021,niveau_oeil,0.9,Catégorie CAT_002,ete,2,entree,ambiante,jeune,787.08,3135.6
PROD_0070,Crème Visage Premium,Description du Crème Visage,9.73,CAT_005,23.9,17.8,30.8,automne,5,1,liquide,metal,MAG_004,Magasin MAG_004,338.9,27.1,15.5,220 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,cote,7.8,4.7,2.7,froid,LED,36,2025-02-02,5,29.11,2025-03-01,PROMO_012,,,planifiee,SUP_028,niveau_oeil,2.7,Catégorie CAT_005,automne,2,fond,froid,senior,145.55,350.28
PROD_0071,Shampoing Bio,Description du Shampoing,10.9,CAT_002,26.0,10.1,16.5,printemps,4,0,standard,plastique,MAG_003,Magasin MAG_003,416.3,21.2,17.8,810 Rue République,ZONE_002,Zone 002,Zone centrale,fond,7.7,4.4,2.8,ambiante,neon,151,2025-03-25,12,52.94,2025-04-08,,,,inactive,SUP_013,standard,1.5,Catégorie CAT_002,hiver,9,centre,ambiante,tous,635.28,1645.9
PROD_0072,Lait Entier Premium,Description du Lait Entier,11.5,CAT_001,24.8,7.1,31.7,hiver,8,0,liquide,verre,MAG_005,Magasin MAG_005,295.9,30.1,16.4,132 Rue Liberté,ZONE_002,Zone 002,Zone spécialisée,centre,8.4,5.6,3.3,ambiante,LED,115,2025-01-12,17,38.62,2025-02-10,,,,,SUP_006,niveau_oeil,0.6,Catégorie CAT_001,ete,6,fond,ambiante,senior,656.54,1322.5
PROD_0073,Eau Minérale Classic,Description du Eau Minérale,19.03,CAT_003,11.1,17.5,34.6,ete,5,0,liquide,carton,MAG_001,Magasin MAG_001,615.4,24.9,17.3,515 Rue Liberté,ZONE_002,Zone 002,Zone centrale,centre,8.7,2.7,2.8,ambiante,LED,173,2025-02-04,20,9.32,2025-02-27,,,,active,SUP_003,tete_gondole,2.8,Catégorie CAT_003,toute_annee,5,fond,ambiante,jeune,186.4,3292.19
PROD_0074,Pommes Golden Classic,Description du Pommes Golden,4.39,CAT_004,22.3,17.4,15.2,automne,8,1,standard,metal,MAG_005,Magasin MAG_005,409.8,22.1,16.8,305 Rue République,ZONE_001,Zone 001,Zone centrale,entree,5.1,2.5,3.4,froid,LED,117,2025-01-16,14,70.92,2025-01-31,,,2pour1,,SUP_028,niveau_oeil,2.0,Catégorie CAT_004,hiver,3,centre,froid,famille,992.88,513.63
PROD_0075,Biscuits Sablés Light,Description du Biscuits Sablés,5.65,CAT_002,19.4,5.7,14.2,ete,3,0,standard,carton,MAG_003,Magasin MAG_003,483.3,28.0,12.3,298 Rue République,ZONE_004,Zone 004,Zone spécialisée,cote,10.2,2.3,3.1,ambiante,LED,45,2025-04-18,27,25.67,2025-04-28,,,pourcentage,,SUP_017,niveau_oeil,1.5,Catégorie CAT_002,hiver,5,centre,ambiante,famille,693.09,254.25
PROD_0076,Huile Olive Classic,Description du Huile Olive,22.92,CAT_004,20.5,12.1,26.6,printemps,1,1,fragile,metal,MAG_001,Magasin MAG_001,553.8,25.9,18.0,612 Rue Liberté,ZONE_004,Zone 004,Zone spécialisée,cote,11.6,4.9,2.7,froid,halogene,142,2025-05-01,1,10.25,2025-05-28,PROMO_009,,,,SUP_012,tete_gondole,1.2,Catégorie CAT_004,hiver,1,fond,froid,jeune,10.25,3254.64
PROD_0077,Chocolat Noir Light,Description du Chocolat Noir,11.5,CAT_005,15.4,16.6,12.7,toute_annee,5,1,liquide,carton,MAG_003,Magasin MAG_003,371.2,25.4,21.1,132 Rue de la Paix,ZONE_003,Zone 003,Zone périphérique,fond,5.5,4.9,3.0,froid,halogene,147,2025-03-19,12,57.56,2025-04-12,PROMO_039,,,active,SUP_023,niveau_oeil,1.6,Catégorie CAT_005,hiver,9,centre,froid,jeune,690.72,1690.5
PROD_0078,Lait Entier Classic,Description du Lait Entier,21.84,CAT_005,14.0,13.9,19.0,ete,7,1,liquide,verre,MAG_005,Magasin MAG_005,435.4,23.3,17.3,608 Rue République,ZONE_002,Zone 002,Zone spécialisée,cote,5.6,5.7,2.6,froid,neon,149,2025-01-20,10,76.42,2025-02-04,,,,,SUP_019,niveau_oeil,1.6,Catégorie CAT_005,printemps,10,centre,froid,senior,764.2,3254.16
PROD_0079,Bière Blonde Light,Description du Bière Blonde,17.57,CAT_005,25.7,14.9,27.3,ete,9,1,liquide,metal,MAG_005,Magasin MAG_005,408.9,21.0,16.8,152 Rue Liberté,ZONE_002,Zone 002,Zone centrale,entree,10.9,3.0,3.0,froid,neon,184,2025-06-12,4,23.93,2025-06-18,PROMO_021,,,planifiee,SUP_025,standard,3.0,Catégorie CAT_005,hiver,1,fond,froid,jeune,95.72,3232.88
PROD_0080,Jus Orange Light,Description du Jus Orange,5.66,CAT_002,28.1,5.5,27.4,automne,3,0,fragile,verre,MAG_005,Magasin MAG_005,421.5,25.6,16.5,560 Rue République,ZONE_003,Zone 003,Zone spécialisée,fond,7.1,5.7,3.5,ambiante,neon,128,2025-02-23,7,75.99,2025-03-25,PROMO_036,,,,SUP_025,niveau_oeil,1.7,Catégorie CAT_002,ete,8,centre,ambiante,tous,531.93,724.48
PROD_0081,Sauce Tomate Light,Description du Sauce Tomate,8.94,CAT_005,8.8,13.9,15.8,hiver,6,1,standard,verre,MAG_003,Magasin MAG_003,401.4,25.1,17.9,44 Rue République,ZONE_003,Zone 003,Zone spécialisée,entree,5.8,2.3,3.2,froid,halogene,118,2025-05-25,21,32.47,2025-06-02,,Offre Spéciale,,,SUP_005,tete_gondole,2.3,Catégorie CAT_005,toute_annee,10,entree,froid,jeune,681.87,1054.92
PROD_0082,Eau Minérale Premium,Description du Eau Minérale,13.71,CAT_006,15.0,14.4,32.1,printemps,7,0,fragile,metal,MAG_001,Magasin MAG_001,590.7,28.7,22.9,103 Rue Liberté,ZONE_002,Zone 002,Zone centrale,entree,9.3,2.9,2.5,ambiante,neon,45,2025-04-27,14,70.65,2025-05-17,,,,inactive,SUP_011,niveau_oeil,0.6,Catégorie CAT_006,printemps,2,fond,ambiante,jeune,989.1,616.95
PROD_0083,Crème Visage Light,Description du Crème Visage,28.38,CAT_006,18.6,14.4,31.8,ete,1,0,fragile,metal,MAG_005,Magasin MAG_005,404.1,28.2,15.0,191 Rue Liberté,ZONE_001,Zone 001,Zone périphérique,entree,11.9,5.1,2.9,ambiante,LED,81,2025-05-12,19,38.34,2025-05-31,PROMO_022,,,,SUP_016,tete_gondole,2.3,Catégorie CAT_006,toute_annee,8,centre,ambiante,jeune,728.46,2298.78
PROD_0084,Bière Blonde Classic,Description du Bière Blonde,7.02,CAT_003,14.5,8.5,11.1,ete,1,0,liquide,verre,MAG_001,Magasin MAG_001,579.0,29.2,17.3,810 Rue République,ZONE_002,Zone 002,Zone spécialisée,centre,5.1,6.0,2.9,ambiante,LED,161,2025-02-28,28,35.67,2025-03-20,,,,planifiee,SUP_004,tete_gondole,2.2,Catégorie CAT_003,ete,8,centre,ambiante,jeune,998.76,1130.22
PROD_0085,Huile Olive Classic,Description du Huile Olive,18.26,CAT_003,21.5,7.5,34.8,automne,5,0,liquide,carton,MAG_001,Magasin MAG_001,649.2,29.4,19.9,268 Rue Liberté,ZONE_004,Zone 004,Zone périphérique,centre,6.6,5.8,3.1,ambiante,LED,175,2025-03-03,4,51.76,2025-03-17,,,,,SUP_023,niveau_oeil,1.8,Catégorie CAT_003,printemps,5,centre,ambiante,jeune,207.04,3195.5
PROD_0086,Céréales Muesli Classic,Description du Céréales Muesli,8.73,CAT_002,25.2,10.3,11.4,hiver,9,0,fragile,plastique,MAG_002,Magasin MAG_002,936.2,47.3,18.1,781 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,entree,11.8,5.5,3.4,ambiante,neon,119,2025-03-01,17,79.63,2025-03-23,,,2pour1,,SUP_007,standard,0.9,Catégorie CAT_002,toute_annee,3,entree,ambiante,senior,1353.71,1038.87
PROD_0087,Jus Orange Light,Description du Jus Orange,16.17,CAT_004,25.9,8.4,15.6,printemps,9,1,fragile,carton,MAG_005,Magasin MAG_005,471.0,23.3,14.3,465 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,cote,8.8,4.4,3.1,froid,halogene,149,2025-05-04,2,14.59,2025-05-21,,,,,SUP_027,tete_gondole,2.7,Catégorie CAT_004,ete,10,entree,froid,famille,29.18,2409.33
PROD_0088,Oranges Premium,Description du Oranges,14.89,CAT_003,22.4,13.3,12.2,hiver,1,0,fragile,metal,MAG_004,Magasin MAG_004,369.4,23.8,16.6,185 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,cote,7.9,3.5,2.8,ambiante,halogene,102,2025-06-10,15,60.09,2025-07-07,,,2pour1,,SUP_005,standard,1.7,Catégorie CAT_003,automne,2,entree,ambiante,tous,901.35,1518.78
PROD_0089,Dentifrice Premium,Description du Dentifrice,24.85,CAT_002,18.6,13.9,30.6,automne,8,0,liquide,metal,MAG_005,Magasin MAG_005,374.1,25.7,16.0,545 Rue République,ZONE_002,Zone 002,Zone centrale,centre,7.4,4.7,3.1,ambiante,halogene,93,2025-06-25,5,27.23,2025-07-03,PROMO_047,,2pour1,,SUP_025,tete_gondole,2.7,Catégorie CAT_002,ete,4,entree,ambiante,famille,136.15,2311.05
PROD_0090,Pommes de Terre Premium,Description du Pommes de Terre,16.52,CAT_001,23.3,15.2,25.5,ete,1,0,fragile,metal,MAG_005,Magasin MAG_005,429.5,28.3,17.6,240 Rue Liberté,ZONE_004,Zone 004,Zone centrale,entree,10.3,2.6,3.4,ambiante,LED,133,2025-01-04,10,70.77,2025-01-11,,,,,SUP_022,niveau_oeil,0.6,Catégorie CAT_001,ete,5,entree,ambiante,jeune,707.7,2197.16
PROD_0091,Thé Vert Bio,Description du Thé Vert,7.46,CAT_003,11.5,17.3,30.8,hiver,9,0,fragile,carton,MAG_004,Magasin MAG_004,391.6,25.4,18.4,996 Rue République,ZONE_003,Zone 003,Zone spécialisée,cote,8.6,2.0,2.8,ambiante,neon,86,2025-02-03,23,52.42,2025-02-16,,,2pour1,,SUP_028,tete_gondole,3.0,Catégorie CAT_003,automne,3,centre,ambiante,famille,1205.66,641.56
PROD_0092,Oranges Bio,Description du Oranges,44.61,CAT_004,25.2,6.6,29.0,hiver,4,1,fragile,plastique,MAG_005,Magasin MAG_005,332.0,27.2,17.3,339 Rue Liberté,ZONE_004,Zone 004,Zone centrale,cote,8.8,5.9,2.8,froid,halogene,28,2025-02-10,18,53.55,2025-03-05,,Black Friday,,,SUP_028,tete_gondole,2.8,Catégorie CAT_004,ete,10,fond,froid,jeune,963.9,1249.08
PROD_0093,Sauce Tomate Bio,Description du Sauce Tomate,6.58,CAT_002,9.5,13.7,18.6,ete,2,0,liquide,metal,MAG_004,Magasin MAG_004,377.7,25.6,18.1,937 Rue de la Paix,ZONE_003,Zone 003,Zone spécialisée,centre,9.3,2.2,3.4,ambiante,halogene,66,2025-06-22,18,78.09,2025-07-02,,,,,SUP_009,niveau_oeil,2.9,Catégorie CAT_002,toute_annee,8,centre,ambiante,famille,1405.62,434.28
PROD_0094,Yaourt Nature Light,Description du Yaourt Nature,11.71,CAT_003,23.0,11.7,16.8,printemps,10,0,standard,plastique,MAG_004,Magasin MAG_004,372.1,26.1,19.1,17 Rue République,ZONE_002,Zone 002,Zone spécialisée,cote,12.0,3.7,3.0,ambiante,halogene,44,2025-04-06,7,19.78,2025-04-16,PROMO_037,,,,SUP_022,niveau_oeil,2.5,Catégorie CAT_003,automne,8,fond,ambiante,tous,138.46,515.24
PROD_0095,Pâtes Penne Light,Description du Pâtes Penne,8.68,CAT_002,22.4,9.1,33.8,ete,9,0,liquide,carton,MAG_004,Magasin MAG_004,348.9,27.1,16.5,537 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,entree,6.1,3.7,3.4,ambiante,LED,110,2025-05-21,5,38.22,2025-06-16,,Promo Flash,2pour1,,SUP_002,standard,2.1,Catégorie CAT_002,toute_annee,8,fond,ambiante,tous,191.1,954.8
PROD_0096,Café Arabica Classic,Description du Café Arabica,14.1,CAT_001,27.7,8.4,15.3,toute_annee,5,0,standard,metal,MAG_001,Magasin MAG_001,523.7,27.9,19.9,826 Rue de la Paix,ZONE_004,Zone 004,Zone centrale,entree,5.2,4.6,2.9,ambiante,neon,43,2025-06-21,8,70.23,2025-06-27,,,,,SUP_003,niveau_oeil,1.7,Catégorie CAT_001,hiver,8,fond,ambiante,jeune,561.84,606.3
PROD_0097,Eau Minérale Premium,Description du Eau Minérale,15.94,CAT_003,24.7,14.4,13.3,printemps,7,0,fragile,metal,MAG_002,Magasin MAG_002,1034.3,52.3,21.7,566 Rue République,ZONE_001,Zone 001,Zone centrale,entree,5.2,5.7,3.1,ambiante,neon,48,2025-01-10,3,65.35,2025-01-25,,,,,SUP_004,standard,1.7,Catégorie CAT_003,printemps,4,entree,ambiante,tous,196.05,765.12
PROD_0098,Jus Orange Premium,Description du Jus Orange,5.16,CAT_001,9.4,13.7,16.7,ete,6,0,standard,plastique,MAG_003,Magasin MAG_003,366.2,30.4,15.9,602 Rue de la Paix,ZONE_001,Zone 001,Zone spécialisée,cote,10.6,3.2,3.0,ambiante,LED,81,2025-04-15,6,8.84,2025-05-03,PROMO_025,,,,SUP_024,tete_gondole,0.7,Catégorie CAT_001,printemps,9,fond,ambiante,senior,53.04,417.96
PROD_0099,Huile Olive Classic,Description du Huile Olive,19.23,CAT_001,23.3,17.9,29.5,toute_annee,10,0,liquide,metal,MAG_001,Magasin MAG_001,577.4,22.7,16.8,993 Rue République,ZONE_004,Zone 004,Zone centrale,fond,5.3,3.9,2.6,ambiante,halogene,130,2025-06-06,8,25.43,2025-06-17,,,2pour1,,SUP_003,standard,3.0,Catégorie CAT_001,automne,4,fond,ambiante,famille,203.44,2499.9
PROD_0100,Fromage Emmental Bio,Description du Fromage Emmental,20.62,CAT_003,20.3,5.1,18.2,hiver,6,0,fragile,carton,MAG_001,Magasin MAG_001,599.8,26.5,23.0,94 Rue de la Paix,ZONE_002,Zone 002,Zone périphérique,cote,8.6,2.4,2.9,ambiante,halogene,199,2025-01-14,9,10.39,2025-01-17,PROMO_012,,,,SUP_004,tete_gondole,0.7,Catégorie CAT_003,printemps,6,fond,ambiante,famille,93.51,4103.38
PROD_0101,Savon Premium,Description du Savon,17.89,CAT_005,25.6,8.0,14.2,automne,7,1,fragile,carton,MAG_005,Magasin MAG_005,349.9,24.2,19.6,743 Rue Liberté,ZONE_003,Zone 003,Zone centrale,centre,5.7,4.5,3.2,froid,neon,102,2025-03-19,6,10.27,2025-03-23,,,pourcentage,,SUP_014,niveau_oeil,2.8,Catégorie CAT_005,hiver,2,centre,froid,senior,61.62,1824.78
PROD_0102,Pommes de Terre Bio,Description du Pommes de Terre,15.43,CAT_006,23.7,17.0,18.5,hiver,2,0,standard,verre,MAG_002,Magasin MAG_002,1006.0,46.8,22.1,7 Rue République,ZONE_004,Zone 004,Zone périphérique,cote,10.7,2.3,3.4,ambiante,halogene,117,2025-01-19,11,47.43,2025-02-01,,,,inactive,SUP_020,standard,2.5,Catégorie CAT_006,ete,8,centre,ambiante,jeune,521.73,1805.31
PROD_0103,Bière Blonde Light,Description du Bière Blonde,13.72,CAT_003,9.8,5.9,16.2,toute_annee,4,0,fragile,metal,MAG_004,Magasin MAG_004,503.8,22.9,19.5,288 Rue République,ZONE_003,Zone 003,Zone périphérique,entree,6.1,5.5,2.7,ambiante,neon,56,2024-12-30,19,78.26,2025-01-16,PROMO_050,,,,SUP_023,tete_gondole,1.3,Catégorie CAT_003,hiver,5,fond,ambiante,famille,1486.94,768.32
PROD_0104,Céréales Muesli Classic,Description du Céréales Muesli,44.05,CAT_006,20.2,15.8,15.7,ete,5,0,liquide,plastique,MAG_004,Magasin MAG_004,426.1,23.3,16.0,733 Rue République,ZONE_004,Zone 004,Zone périphérique,entree,12.0,5.9,3.2,ambiante,halogene,158,2025-01-14,16,22.37,2025-02-01,,,,,SUP_018,tete_gondole,2.2,Catégorie CAT_006,automne,9,fond,ambiante,famille,357.92,6959.9
PROD_0105,Pâtes Penne Premium,Description du Pâtes Penne,17.96,CAT_002,24.3,11.4,18.6,toute_annee,7,0,fragile,metal,MAG_001,Magasin MAG_001,587.1,25.0,20.8,109 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,fond,7.6,6.0,2.5,ambiante,LED,135,2025-01-11,24,70.43,2025-01-27,,,montant,,SUP_025,standard,1.9,Catégorie CAT_002,toute_annee,9,entree,ambiante,senior,1690.32,2424.6
PROD_0106,Sauce Tomate Premium,Description du Sauce Tomate,11.9,CAT_004,27.8,11.3,16.9,printemps,3,1,fragile,verre,MAG_001,Magasin MAG_001,684.2,28.6,22.2,352 Rue République,ZONE_001,Zone 001,Zone centrale,cote,9.1,5.6,2.7,froid,halogene,126,2025-03-11,4,52.85,2025-03-25,,,pourcentage,,SUP_004,tete_gondole,2.1,Catégorie CAT_004,automne,2,fond,froid,jeune,211.4,1499.4
PROD_0107,Oranges Classic,Description du Oranges,14.24,CAT_005,12.0,8.6,34.3,toute_annee,7,1,fragile,plastique,MAG_002,Magasin MAG_002,937.4,52.0,21.5,817 Rue République,ZONE_002,Zone 002,Zone spécialisée,centre,6.3,5.4,3.0,froid,LED,168,2025-05-16,22,25.8,2025-05-29,,,,,SUP_014,niveau_oeil,2.7,Catégorie CAT_005,printemps,4,entree,froid,senior,567.6,2392.32
PROD_0108,Shampoing Bio,Description du Shampoing,4.29,CAT_005,11.6,10.9,34.2,automne,6,1,standard,metal,MAG_001,Magasin MAG_001,638.6,21.5,22.3,117 Rue République,ZONE_001,Zone 001,Zone spécialisée,cote,6.8,4.6,2.8,froid,neon,168,2025-02-08,11,63.69,2025-02-27,,,montant,,SUP_020,tete_gondole,0.8,Catégorie CAT_005,automne,10,fond,froid,famille,700.59,720.72
PROD_0109,Huile Olive Premium,Description du Huile Olive,5.64,CAT_003,15.4,17.4,20.8,ete,6,0,liquide,plastique,MAG_002,Magasin MAG_002,995.3,52.4,20.2,524 Rue République,ZONE_001,Zone 001,Zone périphérique,centre,6.7,4.5,3.2,ambiante,neon,103,2025-04-08,14,20.03,2025-04-13,,,,,SUP_006,standard,0.9,Catégorie CAT_003,ete,8,centre,ambiante,jeune,280.42,580.92
PROD_0110,Pommes de Terre Classic,Description du Pommes de Terre,15.77,CAT_003,20.9,18.0,15.1,printemps,8,0,standard,plastique,MAG_002,Magasin MAG_002,967.8,60.4,21.1,835 Rue République,ZONE_004,Zone 004,Zone spécialisée,cote,5.8,3.1,2.6,ambiante,halogene,180,2025-06-12,16,46.24,2025-06-25,,,2pour1,active,SUP_010,tete_gondole,2.8,Catégorie CAT_003,automne,4,fond,ambiante,senior,739.84,2838.6
PROD_0111,Oranges Premium,Description du Oranges,3.67,CAT_004,8.9,7.2,34.7,toute_annee,2,1,fragile,verre,MAG_002,Magasin MAG_002,1073.3,49.6,20.2,556 Rue de la Paix,ZONE_004,Zone 004,Zone spécialisée,cote,11.8,2.0,3.5,froid,neon,60,2025-02-15,14,54.02,2025-02-18,,,pourcentage,,SUP_012,tete_gondole,2.7,Catégorie CAT_004,hiver,2,entree,froid,jeune,756.28,220.2
PROD_0112,Savon Light,Description du Savon,11.2,CAT_006,11.1,5.4,17.7,ete,10,0,standard,plastique,MAG_005,Magasin MAG_005,449.9,16.3,20.2,834 Rue de la Paix,ZONE_003,Zone 003,Zone centrale,fond,9.9,2.8,3.2,ambiante,neon,76,2025-01-20,20,77.83,2025-02-06,PROMO_046,,,,SUP_017,standard,0.7,Catégorie CAT_006,printemps,3,centre,ambiante,famille,1556.6,851.2
PROD_0113,Soda Cola Bio,Description du Soda Cola,13.88,CAT_006,23.2,17.6,33.6,ete,6,0,standard,metal,MAG_003,Magasin MAG_003,368.8,30.7,15.6,502 Rue de la Paix,ZONE_002,Zone 002,Zone spécialisée,fond,9.8,4.0,3.1,ambiante,neon,111,2025-05-23,13,70.56,2025-06-06,PROMO_050,Offre Spéciale,,,SUP_015,niveau_oeil,1.9,Catégorie CAT_006,automne,10,entree,ambiante,famille,917.28,1540.68
PROD_0114,Savon Light,Description du Savon,6.14,CAT_006,16.7,14.8,12.7,ete,7,0,standard,metal,MAG_004,Magasin MAG_004,455.3,28.6,17.3,275 Rue République,ZONE_003,Zone 003,Zone périphérique,fond,9.6,6.0,2.5,ambiante,neon,152,2025-06-09,5,78.36,2025-06-27,,,,,SUP_002,tete_gondole,1.5,Catégorie CAT_006,hiver,1,entree,ambiante,jeune,391.8,933.28
PROD_0115,Jambon Blanc Bio,Description du Jambon Blanc,15.99,CAT_004,27.3,11.1,18.2,automne,3,1,fragile,carton,MAG_004,Magasin MAG_004,416.1,26.3,19.2,671 Rue République,ZONE_001,Zone 001,Zone périphérique,entree,9.7,5.2,3.3,froid,halogene,175,2025-05-05,29,65.44,2025-05-25,PROMO_026,,,,SUP_014,standard,1.6,Catégorie CAT_004,printemps,2,entree,froid,jeune,1897.76,2798.25
PROD_0116,Carottes Light,Description du Carottes,12.3,CAT_001,15.1,10.5,19.9,printemps,1,0,liquide,verre,MAG_004,Magasin MAG_004,392.5,25.4,15.7,837 Rue de la Paix,ZONE_002,Zone 002,Zone périphérique,centre,9.9,3.6,2.9,ambiante,halogene,23,2025-04-29,8,25.1,2025-05-11,PROMO_007,Offre Spéciale,,active,SUP_021,standard,1.4,Catégorie CAT_001,ete,2,fond,ambiante,famille,200.8,282.9
